date,2. high,3. low,Amazon
2019-02-01,1673.06,1622.01,65.0
2019-02-04,1649.63,1613.5,
2019-02-05,1665.26,1642.5,
2019-02-06,1672.26,1633.34,
2019-02-07,1625.54,1592.91,
2019-02-08,1588.59,1566.76,
2019-02-11,1609.29,1586.0,
2019-02-12,1639.39,1598.88,
2019-02-13,1656.38,1637.11,
2019-02-14,1637.9,1606.06,
2019-02-15,1628.91,1604.5,
2019-02-19,1634.0,1600.56,
2019-02-20,1634.93,1610.12,
2019-02-21,1623.56,1600.91,
2019-02-22,1634.94,1621.17,
2019-02-25,1654.6,1630.39,
2019-02-26,1639.99,1616.13,
2019-02-27,1641.81,1615.1,
2019-02-28,1651.77,1633.83,
2019-03-01,1674.26,1651.0,65.0
2019-03-04,1709.43,1674.36,
2019-03-05,1707.8,1689.01,
2019-03-06,1697.75,1668.28,
2019-03-07,1669.75,1620.51,
2019-03-08,1622.72,1586.57,
2019-03-11,1672.29,1626.01,
2019-03-12,1684.27,1660.98,
2019-03-13,1700.0,1679.35,
2019-03-14,1702.0,1684.34,
2019-03-15,1718.8,1693.13,
2019-03-18,1750.0,1712.63,
2019-03-19,1784.16,1753.51,
2019-03-20,1799.5,1767.03,
2019-03-21,1823.75,1787.28,
2019-03-22,1818.98,1763.11,
2019-03-25,1782.68,1747.5,
2019-03-26,1805.77,1773.36,
2019-03-27,1787.5,1745.68,
2019-03-28,1777.93,1753.47,
2019-03-29,1792.86,1776.63,
2019-04-01,1815.67,1798.73,65.0
2019-04-02,1820.0,1805.12,
2019-04-03,1830.0,1809.62,
2019-04-04,1828.75,1804.2,
2019-04-05,1838.58,1825.19,
2019-04-08,1850.2,1825.11,
2019-04-09,1853.09,1831.78,
2019-04-10,1848.0,1828.81,
2019-04-11,1849.95,1840.31,
2019-04-12,1851.5,1841.3,
2019-04-15,1846.85,1818.9,
2019-04-16,1869.77,1848.0,
2019-04-17,1876.47,1860.44,
2019-04-18,1870.82,1859.48,
2019-04-22,1888.42,1845.64,
2019-04-23,1929.26,1889.58,
2019-04-24,1929.69,1898.16,
2019-04-25,1922.45,1900.31,
2019-04-26,1951.0,1898.0,
2019-04-29,1956.34,1934.09,
2019-04-30,1935.71,1906.95,
2019-05-01,1943.64,1910.55,67.0
2019-05-02,1921.55,1881.87,
2019-05-03,1964.4,1936.0,
2019-05-06,1959.0,1910.5,
2019-05-07,1949.1,1903.38,
2019-05-08,1935.37,1910.0,
2019-05-09,1909.4,1876.0,
2019-05-10,1903.79,1856.0,
2019-05-13,1846.54,1818.0,
2019-05-14,1852.44,1815.75,
2019-05-15,1874.43,1823.0,
2019-05-16,1917.51,1882.29,
2019-05-17,1910.53,1867.33,
2019-05-20,1867.78,1835.54,
2019-05-21,1879.0,1846.0,
2019-05-22,1871.48,1851.0,
2019-05-23,1844.0,1804.2,
2019-05-24,1841.76,1817.85,
2019-05-28,1849.27,1827.35,
2019-05-29,1830.0,1807.53,
2019-05-30,1829.47,1807.83,
2019-05-31,1795.59,1772.7,
2019-06-01,,,71.0
2019-06-03,1766.29,1672.0,
2019-06-04,1730.82,1680.89,
2019-06-05,1752.0,1715.25,
2019-06-06,1760.0,1726.13,
2019-06-07,1806.25,1759.49,
2019-06-10,1884.87,1818.0,
2019-06-11,1893.7,1858.0,
2019-06-12,1865.0,1844.38,
2019-06-13,1883.09,1862.22,
2019-06-14,1876.0,1859.0,
2019-06-17,1895.69,1875.45,
2019-06-18,1921.67,1899.79,
2019-06-19,1919.58,1892.47,
2019-06-20,1935.2,1905.8,
2019-06-21,1925.95,1907.58,
2019-06-24,1916.86,1901.3,
2019-06-25,1916.38,1872.42,
2019-06-26,1903.8,1887.32,
2019-06-27,1911.24,1898.04,
2019-06-28,1912.94,1884.0,
2019-07-01,1929.82,1914.66,78.0
2019-07-02,1934.79,1906.63,
2019-07-03,1941.59,1930.5,
2019-07-05,1945.9,1925.3,
2019-07-08,1956.0,1928.25,
2019-07-09,1990.01,1943.47,
2019-07-10,2024.94,1995.4,
2019-07-11,2035.8,1995.3,
2019-07-12,2017.0,2003.87,
2019-07-15,2022.9,2001.55,
2019-07-16,2026.32,2001.22,
2019-07-17,2012.0,1992.03,
2019-07-18,1987.5,1951.55,
2019-07-19,1996.0,1962.23,
2019-07-22,1989.0,1958.26,
2019-07-23,1997.79,1973.13,
2019-07-24,2001.3,1965.87,
2019-07-25,2001.2,1972.72,
2019-07-26,1950.89,1924.51,
2019-07-29,1932.23,1890.54,
2019-07-30,1909.89,1883.48,
2019-07-31,1899.55,1849.44,
2019-08-01,1897.92,1844.01,76.0
2019-08-02,1846.36,1808.02,
2019-08-05,1788.67,1748.78,
2019-08-06,1793.77,1753.4,
2019-08-07,1798.93,1757.0,
2019-08-08,1834.26,1798.11,
2019-08-09,1831.09,1802.22,
2019-08-12,1800.98,1777.0,
2019-08-13,1831.74,1780.0,
2019-08-14,1795.65,1757.21,
2019-08-15,1788.0,1761.96,
2019-08-16,1802.91,1784.55,
2019-08-19,1826.0,1812.61,
2019-08-20,1816.82,1799.88,
2019-08-21,1829.58,1815.0,
2019-08-22,1829.41,1800.1,
2019-08-23,1804.9,1745.23,
2019-08-26,1770.0,1743.51,
2019-08-27,1779.4,1746.68,
2019-08-28,1767.86,1744.05,
2019-08-29,1798.55,1777.25,
2019-08-30,1799.74,1764.57,
2019-09-01,,,70.0
2019-09-03,1800.8,1768.0,
2019-09-04,1807.63,1796.23,
2019-09-05,1842.0,1815.58,
2019-09-06,1840.65,1826.4,
2019-09-09,1850.0,1824.61,
2019-09-10,1825.81,1805.34,
2019-09-11,1833.42,1809.08,
2019-09-12,1853.66,1834.28,
2019-09-13,1846.12,1835.17,
2019-09-16,1825.69,1800.2,
2019-09-17,1823.99,1804.1,
2019-09-18,1822.06,1795.5,
2019-09-19,1832.57,1817.9,
2019-09-20,1830.63,1780.92,
2019-09-23,1792.7,1767.32,
2019-09-24,1795.7,1735.55,
2019-09-25,1773.0,1723.0,
2019-09-26,1763.37,1731.5,
2019-09-27,1749.12,1713.82,
2019-09-30,1737.46,1709.22,
2019-10-01,1755.6,1728.41,71.0
2019-10-02,1728.89,1705.0,
2019-10-03,1725.0,1685.06,
2019-10-04,1740.58,1719.23,
2019-10-07,1747.83,1723.7,
2019-10-08,1727.0,1705.0,
2019-10-09,1729.95,1714.36,
2019-10-10,1738.29,1713.75,
2019-10-11,1745.45,1729.86,
2019-10-14,1741.89,1722.0,
2019-10-15,1776.45,1740.62,
2019-10-16,1786.24,1770.52,
2019-10-17,1798.85,1782.02,
2019-10-18,1793.98,1749.2,
2019-10-21,1785.88,1765.0,
2019-10-22,1789.78,1762.0,
2019-10-23,1770.05,1742.0,
2019-10-24,1788.34,1760.27,
2019-10-25,1764.21,1695.0,
2019-10-28,1778.7,1742.5,
2019-10-29,1777.0,1755.81,
2019-10-30,1782.38,1759.12,
2019-10-31,1792.0,1771.48,
2019-11-01,1797.44,1785.21,84.0
2019-11-04,1815.06,1801.01,
2019-11-05,1810.25,1794.0,
2019-11-06,1802.5,1788.58,
2019-11-07,1805.9,1783.48,
2019-11-08,1789.88,1774.04,
2019-11-11,1780.0,1767.13,
2019-11-12,1786.22,1771.91,
2019-11-13,1775.0,1747.32,
2019-11-14,1766.59,1749.56,
2019-11-15,1761.68,1732.86,
2019-11-18,1753.7,1722.71,
2019-11-19,1760.68,1743.03,
2019-11-20,1762.52,1734.12,
2019-11-21,1746.87,1730.36,
2019-11-22,1746.43,1731.0,
2019-11-25,1777.42,1753.24,
2019-11-26,1797.03,1778.35,
2019-11-27,1824.5,1797.31,
2019-11-29,1824.69,1800.79,
2019-12-01,,,100.0
2019-12-02,1805.55,1762.68,
2019-12-03,1772.87,1747.23,
2019-12-04,1789.09,1760.22,
2019-12-05,1763.5,1740.0,
2019-12-06,1754.4,1740.13,
2019-12-09,1766.89,1745.61,
2019-12-10,1750.67,1735.0,
2019-12-11,1750.0,1735.71,
2019-12-12,1764.0,1745.44,
2019-12-13,1768.99,1755.0,
2019-12-16,1769.5,1757.05,
2019-12-17,1792.0,1777.39,
2019-12-18,1798.2,1782.36,
2019-12-19,1792.99,1774.06,
2019-12-20,1802.97,1782.45,
2019-12-23,1793.0,1784.51,
2019-12-24,1795.57,1787.58,
2019-12-26,1870.46,1799.5,
2019-12-27,1901.4,1866.01,
2019-12-30,1884.0,1840.62,
2019-12-31,1853.26,1832.23,
2020-01-01,,,74.0
2020-01-02,1898.01,1864.15,
2020-01-03,1886.2,1864.5,
2020-01-06,1903.69,1860.0,
2020-01-07,1913.89,1892.04,
2020-01-08,1911.0,1886.44,
2020-01-09,1917.82,1895.8,
2020-01-10,1906.94,1880.0,
2020-01-13,1898.0,1880.8,
2020-01-14,1887.11,1858.55,
2020-01-15,1878.86,1855.09,
2020-01-16,1885.59,1866.02,
2020-01-17,1886.64,1857.25,
2020-01-21,1894.27,1860.0,
2020-01-22,1902.5,1883.34,
2020-01-23,1889.97,1872.76,
2020-01-24,1894.99,1847.44,
2020-01-27,1841.0,1815.34,
2020-01-28,1858.11,1830.02,
2020-01-29,1874.75,1855.02,
2020-01-30,1872.87,1850.61,
2020-01-31,2055.72,2002.27,
2020-02-01,,,73.0
2020-02-03,2048.5,2000.25,
2020-02-04,2059.8,2015.37,
2020-02-05,2071.02,2032.0,
2020-02-06,2056.3,2024.8,
2020-02-07,2098.53,2038.1,
2020-02-10,2135.6,2084.96,
2020-02-11,2185.95,2136.0,
2020-02-12,2180.25,2155.29,
2020-02-13,2170.28,2142.0,
2020-02-14,2159.04,2125.89,
2020-02-18,2166.07,2124.11,
2020-02-19,2185.1,2161.12,
2020-02-20,2176.79,2127.45,
2020-02-21,2144.55,2088.0,
2020-02-24,2039.3,1987.97,
2020-02-25,2034.6,1958.42,
2020-02-26,2014.67,1960.45,
2020-02-27,1975.0,1882.76,
2020-02-28,1889.76,1811.13,
2020-03-01,,,86.0
2020-03-02,1954.51,1870.0,
2020-03-03,1996.33,1888.09,
2020-03-04,1978.0,1922.0,
2020-03-05,1960.72,1910.0,
2020-03-06,1910.87,1869.5,
2020-03-09,1862.77,1761.29,
2020-03-10,1894.27,1818.17,
2020-03-11,1871.32,1801.5,
2020-03-12,1765.0,1675.0,
2020-03-13,1786.31,1680.62,
2020-03-16,1759.45,1626.03,
2020-03-17,1857.78,1689.24,
2020-03-18,1841.66,1745.0,
2020-03-19,1945.0,1832.65,
2020-03-20,1957.0,1820.73,
2020-03-23,1919.4,1812.0,
2020-03-24,1955.0,1900.34,
2020-03-25,1950.26,1885.78,
2020-03-26,1956.49,1889.29,
2020-03-27,1939.79,1899.92,
2020-03-30,1973.63,1912.34,
2020-03-31,1993.02,1944.01,
2020-04-01,1944.96,1893.0,95.0
2020-04-02,1927.53,1890.0,
2020-04-03,1926.33,1889.15,
2020-04-06,1998.52,1930.02,
2020-04-07,2035.72,1997.62,
2020-04-08,2044.0,2011.15,
2020-04-09,2053.0,2017.66,
2020-04-13,2180.0,2038.0,
2020-04-14,2292.0,2186.21,
2020-04-15,2333.37,2245.0,
2020-04-16,2461.0,2335.0,
2020-04-17,2400.0,2316.02,
2020-04-20,2444.98,2386.05,
2020-04-21,2428.31,2279.66,
2020-04-22,2394.0,2351.0,
2020-04-23,2424.22,2382.08,
2020-04-24,2420.43,2382.0,
2020-04-27,2444.88,2363.0,
2020-04-28,2373.5,2306.0,
2020-04-29,2391.89,2310.0,
2020-04-30,2475.0,2396.01,
2020-05-01,2362.44,2258.19,92.0
2020-05-04,2326.98,2256.38,
2020-05-05,2351.0,2307.13,
2020-05-06,2357.45,2320.0,
2020-05-07,2376.0,2343.11,
2020-05-08,2387.24,2357.0,
2020-05-11,2419.66,2372.11,
2020-05-12,2419.0,2355.0,
2020-05-13,2407.7,2337.8,
2020-05-14,2391.37,2353.21,
2020-05-15,2411.0,2356.37,
2020-05-18,2433.0,2384.01,
2020-05-19,2484.99,2428.97,
2020-05-20,2500.01,2467.27,
2020-05-21,2525.45,2442.54,
2020-05-22,2469.85,2430.13,
2020-05-26,2462.0,2414.06,
2020-05-27,2413.58,2330.0,
2020-05-28,2436.97,2378.23,
2020-05-29,2442.37,2398.2,
2020-06-01,2476.93,2444.17,87.0
2020-06-02,2473.53,2445.31,
2020-06-03,2488.0,2461.17,
2020-06-04,2507.54,2450.01,
2020-06-05,2488.64,2437.13,
2020-06-08,2530.0,2487.34,
2020-06-09,2626.43,2525.0,
2020-06-10,2722.35,2626.26,
2020-06-11,2671.38,2536.23,
2020-06-12,2621.48,2503.35,
2020-06-15,2584.0,2508.0,
2020-06-16,2620.0,2576.0,
2020-06-17,2655.0,2631.82,
2020-06-18,2659.64,2636.11,
2020-06-19,2697.43,2659.0,
2020-06-22,2715.0,2669.0,
2020-06-23,2783.11,2718.04,
2020-06-24,2796.0,2721.0,
2020-06-25,2756.23,2712.14,
2020-06-26,2782.57,2688.0,
2020-06-29,2696.8,2630.08,
2020-06-30,2769.63,2675.03,
2020-07-01,2895.0,2754.0,87.0
2020-07-02,2955.56,2871.1,
2020-07-06,3059.88,2930.0,
2020-07-07,3069.55,2990.0,
2020-07-08,3083.97,3012.43,
2020-07-09,3193.88,3074.0,
2020-07-10,3215.0,3135.7,
2020-07-13,3344.29,3068.39,
2020-07-14,3127.38,2950.0,
2020-07-15,3098.35,2973.18,
2020-07-16,3032.0,2918.23,
2020-07-17,3024.0,2948.45,
2020-07-20,3201.36,2994.02,
2020-07-21,3240.58,3105.72,
2020-07-22,3149.9999,3065.26,
2020-07-23,3098.2713,2970.0,
2020-07-24,3031.58,2888.0,
2020-07-27,3098.0,3015.77,
2020-07-28,3077.0926,2995.76,
2020-07-29,3039.1592,2996.77,
2020-07-30,3092.0,3005.0,
2020-07-31,3246.82,3151.0,
2020-08-01,,,84.0
2020-08-03,3184.0,3104.0,
2020-08-04,3167.24,3101.21,
2020-08-05,3213.5859,3127.3,
2020-08-06,3247.47,3165.43,
2020-08-07,3240.81,3140.6726,
2020-08-10,3172.51,3101.52,
2020-08-11,3159.22,3073.0,
2020-08-12,3174.385,3101.42,
2020-08-13,3217.5211,3155.0,
2020-08-14,3178.2357,3120.0,
2020-08-17,3194.97,3154.1775,
2020-08-18,3320.0,3205.8187,
2020-08-19,3315.9,3256.0001,
2020-08-20,3312.62,3238.0,
2020-08-21,3314.3962,3275.39,
2020-08-24,3380.315,3257.5608,
2020-08-25,3357.4,3267.0,
2020-08-26,3451.7387,3344.5675,
2020-08-27,3453.0,3378.0,
2020-08-28,3433.3699,3386.5,
2020-08-31,3495.0,3405.0,
2020-09-01,3513.87,3467.0,79.0
2020-09-02,3552.25,3486.685,
2020-09-03,3488.41,3303.0,
2020-09-04,3381.5,3111.13,
2020-09-08,3250.845,3130.0,
2020-09-09,3303.175,3185.0,
2020-09-10,3349.89,3170.55,
2020-09-11,3217.3409,3083.98,
