date,2. high,3. low,Amazon
2015-11-09,661.955,647.8477,
2015-11-10,660.0,647.262,
2015-11-11,675.96,663.25,
2015-11-12,675.64,664.22,
2015-11-13,667.0,640.45,
2015-11-16,649.99,622.29,
2015-11-17,653.25,641.0,
2015-11-18,664.88,646.37,
2015-11-19,672.86,659.0,
2015-11-20,668.87,657.57,
2015-11-23,682.77,668.45,
2015-11-24,675.8,661.2125,
2015-11-25,679.7,671.24,
2015-11-27,680.99,672.1,
2015-11-30,681.29,664.6,
2015-12-01,681.0,667.86,87.0
2015-12-02,684.82,674.25,
2015-12-03,682.79,661.48,
2015-12-04,674.775,661.4,
2015-12-07,675.46,660.5,
2015-12-08,679.99,659.79,
2015-12-09,679.0,655.68,
2015-12-10,668.526,659.56,
2015-12-11,657.88,639.62,
2015-12-14,658.585,635.27,
2015-12-15,671.5,657.35,
2015-12-16,677.35,659.32,
2015-12-17,682.5,670.65,
2015-12-18,676.84,664.13,
2015-12-21,669.9,658.93,
2015-12-22,668.49,659.26,
2015-12-23,666.597,656.63,
2015-12-24,664.68,660.6,
2015-12-28,675.5,665.5,
2015-12-29,696.44,677.8893,
2015-12-30,695.49,686.375,
2015-12-31,687.75,675.89,
2016-01-01,,,56.0
2016-01-04,657.715,627.51,
2016-01-05,646.91,627.65,
2016-01-06,639.79,620.31,
2016-01-07,630.0,605.21,
2016-01-08,624.14,606.0,
2016-01-11,619.85,598.57,
2016-01-12,625.99,612.2415,
2016-01-13,620.88,579.16,
2016-01-14,602.25,569.88,
2016-01-15,584.62,565.3,
2016-01-19,584.0,566.45,
2016-01-20,578.45,547.18,
2016-01-21,588.81,568.22,
2016-01-22,600.1,584.1079,
2016-01-25,608.5,594.56,
2016-01-26,604.5,590.38,
2016-01-27,603.39,578.78,
2016-01-28,638.06,597.55,
2016-01-29,593.0,570.0,
2016-02-01,581.8,570.31,52.0
2016-02-02,571.56,550.09,
2016-02-03,556.0,521.9,
2016-02-04,538.99,519.2201,
2016-02-05,529.45,499.19,
2016-02-08,493.5,475.21,
2016-02-09,498.38,474.0,
2016-02-10,504.66,486.0,
2016-02-11,509.3,484.0,
2016-02-12,516.75,501.4932,
2016-02-16,524.45,511.66,
2016-02-17,537.48,519.39,
2016-02-18,541.2,523.73,
2016-02-19,535.95,515.35,
2016-02-22,560.65,541.08,
2016-02-23,556.91,545.33,
2016-02-24,554.27,533.1501,
2016-02-25,559.39,545.2946,
2016-02-26,562.5,553.17,
2016-02-29,564.81,552.51,
2016-03-01,579.25,556.0,50.0
2016-03-02,585.0,573.7,
2016-03-03,579.866,573.11,
2016-03-04,581.4,571.065,
2016-03-07,573.63,555.55,
2016-03-08,571.35,554.74,
2016-03-09,560.35,550.125,
2016-03-10,567.0,547.9,
2016-03-11,570.06,562.73,
2016-03-14,576.89,563.05,
2016-03-15,581.52,567.0,
2016-03-16,581.32,571.14,
2016-03-17,571.4,555.01,
2016-03-18,562.33,546.09,
2016-03-21,555.24,538.58,
2016-03-22,562.76,545.05,
2016-03-23,572.48,558.1,
2016-03-24,583.55,567.08,
2016-03-28,584.75,575.56,
2016-03-29,595.85,576.5,
2016-03-30,603.24,595.0,
2016-03-31,600.75,592.21,
2016-04-01,599.03,588.3,50.0
2016-04-04,599.5,590.55,
2016-04-05,593.47,585.25,
2016-04-06,602.39,587.5,
2016-04-07,599.6,589.08,
2016-04-08,597.86,589.0,
2016-04-11,604.0,594.91,
2016-04-12,604.06,592.31,
2016-04-13,616.81,605.29,
2016-04-14,624.38,615.07,
2016-04-15,626.77,618.11,
2016-04-18,637.64,624.9603,
2016-04-19,638.01,620.8,
2016-04-20,636.55,623.0,
2016-04-21,637.82,628.5,
2016-04-22,628.25,611.56,
2016-04-25,626.98,616.2511,
2016-04-26,626.7549,614.88,
2016-04-27,615.95,601.28,
2016-04-28,626.8,599.2,
2016-04-29,669.98,654.0,
2016-05-01,,,52.0
2016-05-02,685.5,662.0251,
2016-05-03,680.3,670.43,
2016-05-04,674.0,662.14,
2016-05-05,676.49,656.0,
2016-05-06,676.95,656.01,
2016-05-09,686.98,671.41,
2016-05-10,704.55,693.5,
2016-05-11,719.0,701.65,
2016-05-12,722.45,711.51,
2016-05-13,719.25,706.51,
2016-05-16,713.25,700.28,
2016-05-17,714.47,693.91,
2016-05-18,702.5399,688.76,
2016-05-19,699.4,689.56,
2016-05-20,707.24,700.0,
2016-05-23,706.0,696.42,
2016-05-24,707.5,698.0,
2016-05-25,710.86,705.5159,
2016-05-26,715.0,707.293,
2016-05-27,716.6,711.1,
2016-05-31,724.23,711.32,
2016-06-01,726.43,718.22,53.0
2016-06-02,728.28,715.5001,
2016-06-03,727.0,718.43,
2016-06-06,731.5,724.42,
2016-06-07,730.0,720.55,
2016-06-08,729.42,721.6,
2016-06-09,728.91,722.3,
2016-06-10,724.98,714.21,
2016-06-13,721.99,711.16,
2016-06-14,720.805,712.27,
2016-06-15,722.56,713.3522,
2016-06-16,718.0,705.3,
2016-06-17,718.2,699.18,
2016-06-20,721.31,710.81,
2016-06-21,718.4,712.721,
2016-06-22,717.0,707.565,
2016-06-23,722.12,712.5,
2016-06-24,712.5292,692.2,
2016-06-27,696.8189,682.115,
2016-06-28,708.0,698.1714,
2016-06-29,719.5,713.54,
2016-06-30,719.37,712.54,
2016-07-01,728.0,716.54,58.0
2016-07-05,728.11,719.61,
2016-07-06,737.77,722.58,
2016-07-07,739.55,731.63,
2016-07-08,746.1,738.0,
2016-07-11,755.9,747.0,
2016-07-12,757.34,740.33,
2016-07-13,756.87,741.25,
2016-07-14,749.04,739.02,
2016-07-15,746.55,734.05,
2016-07-18,741.5954,728.72,
2016-07-19,743.33,732.31,
2016-07-20,746.25,740.7,
2016-07-21,749.36,742.7918,
2016-07-22,751.28,743.53,
2016-07-25,748.5,735.35,
2016-07-26,743.13,732.7525,
2016-07-27,740.94,733.86,
2016-07-28,753.36,739.7,
2016-07-29,766.0,755.0,
2016-08-01,770.5,757.06,57.0
2016-08-02,765.01,757.02,
2016-08-03,758.89,752.25,
2016-08-04,765.0,750.35,
2016-08-05,768.47,763.09,
2016-08-08,767.0,761.015,
2016-08-09,772.6,766.9,
2016-08-10,772.1,766.19,
2016-08-11,773.75,769.12,
2016-08-12,773.15,768.4225,
2016-08-15,772.04,767.71,
2016-08-16,768.7317,763.82,
2016-08-17,765.22,759.199,
2016-08-18,765.17,760.6,
2016-08-19,762.49,756.89,
2016-08-22,759.85,752.1,
2016-08-23,764.7,761.0,
2016-08-24,763.41,755.36,
2016-08-25,760.56,754.741,
2016-08-26,770.0,759.795,
2016-08-29,774.98,768.6,
2016-08-30,771.8358,765.56,
2016-08-31,769.64,764.0,
2016-09-01,772.04,766.75,54.0
2016-09-02,776.0,771.7,
2016-09-06,789.48,770.22,
2016-09-07,790.79,784.33,
2016-09-08,786.5,781.44,
2016-09-09,781.0,760.11,
2016-09-12,772.66,756.0,
2016-09-13,769.89,759.05,
2016-09-14,767.5,758.85,
2016-09-15,770.87,757.58,
2016-09-16,780.46,771.66,
2016-09-19,781.94,771.0,
2016-09-20,781.37,776.0,
2016-09-21,790.69,779.01,
2016-09-22,805.889,794.27,
2016-09-23,807.75,802.12,
2016-09-26,805.93,797.145,
2016-09-27,816.64,801.11,
2016-09-28,830.14,817.0337,
2016-09-29,837.5,824.63,
2016-09-30,839.95,832.4,
2016-10-01,,,53.0
2016-10-03,839.86,831.25,
2016-10-04,842.365,830.26,
2016-10-05,845.67,836.12,
2016-10-06,847.21,840.6,
2016-10-07,845.95,837.45,
2016-10-10,845.2,840.27,
2016-10-11,841.29,828.35,
2016-10-12,837.666,830.1,
2016-10-13,831.8,821.21,
2016-10-14,835.74,822.96,
2016-10-17,822.0,811.68,
2016-10-18,823.26,815.02,
2016-10-19,820.67,815.17,
2016-10-20,815.71,803.1,
2016-10-21,819.42,809.0,
2016-10-24,838.3,822.21,
2016-10-25,843.09,833.22,
2016-10-26,833.44,820.0,
2016-10-27,831.72,815.43,
2016-10-28,789.49,774.61,
2016-10-31,793.7,780.11,
2016-11-01,800.84,776.713,68.0
2016-11-02,784.75,763.55,
2016-11-03,777.0,764.0,
2016-11-04,766.0,753.2301,
2016-11-07,787.732,770.94,
2016-11-08,791.7399,779.1,
2016-11-09,777.5,760.09,
2016-11-10,778.83,717.7,
2016-11-11,743.26,728.9,
2016-11-14,746.0,710.1,
2016-11-15,746.78,725.99,
2016-11-16,749.87,735.61,
2016-11-17,757.5,748.0,
2016-11-18,767.74,757.6435,
2016-11-21,780.35,765.11,
2016-11-22,792.4,781.0,
2016-11-23,781.75,773.12,
2016-11-25,786.75,777.9,
2016-11-28,777.0,764.24,
2016-11-29,769.89,761.32,
2016-11-30,768.09,750.25,
2016-12-01,753.37,738.03,80.0
2016-12-02,748.4903,736.7,
2016-12-05,761.49,742.0,
2016-12-06,768.24,757.25,
2016-12-07,770.42,755.82,
2016-12-08,773.79,765.19,
2016-12-09,770.25,765.34,
2016-12-12,766.89,757.2,
2016-12-13,782.46,762.0,
2016-12-14,780.86,762.81,
2016-12-15,769.1,760.31,
2016-12-16,765.13,754.0,
2016-12-19,770.5,756.16,
2016-12-20,774.39,767.71,
2016-12-21,771.22,765.7,
2016-12-22,771.21,763.02,
2016-12-23,766.5,757.99,
2016-12-27,774.65,761.2,
2016-12-28,780.0,770.5,
2016-12-29,773.4,760.85,
2016-12-30,767.3999,748.28,
2017-01-01,,,62.0
2017-01-03,758.7595,747.7,
2017-01-04,759.68,754.2,
2017-01-05,782.3999,760.2557,
2017-01-06,799.44,778.48,
2017-01-09,801.7742,791.77,
2017-01-10,798.0,789.5434,
2017-01-11,799.5,789.51,
2017-01-12,814.13,799.5,
2017-01-13,821.65,811.4,
2017-01-17,816.0,803.44,
2017-01-18,811.73,804.27,
2017-01-19,813.51,807.32,
2017-01-20,816.02,806.26,
2017-01-23,818.5,805.08,
2017-01-24,823.99,814.5,
2017-01-25,837.4183,825.288,
2017-01-26,843.84,833.0,
2017-01-27,839.7,829.44,
2017-01-30,833.5,816.38,
2017-01-31,826.99,819.56,
2017-02-01,833.78,824.94,56.0
2017-02-02,842.49,828.26,
2017-02-03,818.3,804.0,
2017-02-06,810.72,803.0,
2017-02-07,816.16,807.5,
2017-02-08,821.479,812.5,
2017-02-09,825.0,819.71,
2017-02-10,828.0,822.85,
2017-02-13,842.9999,828.55,
2017-02-14,838.31,831.4522,
2017-02-15,842.81,832.82,
2017-02-16,845.0,839.375,
2017-02-17,847.27,840.73,
2017-02-21,857.98,847.25,
2017-02-22,858.43,852.18,
2017-02-23,860.86,848.0,
2017-02-24,845.81,837.7501,
2017-02-27,852.5,839.67,
2017-02-28,854.09,842.05,
2017-03-01,854.83,849.01,57.0
2017-03-02,854.82,847.28,
2017-03-03,851.985,846.27,
2017-03-06,848.49,841.12,
2017-03-07,848.46,843.75,
2017-03-08,853.07,846.79,
2017-03-09,856.3999,850.31,
2017-03-10,857.35,851.72,
2017-03-13,855.69,851.71,
2017-03-14,853.75,847.55,
2017-03-15,854.45,847.11,
2017-03-16,855.5,850.51,
2017-03-17,853.83,850.64,
2017-03-20,857.8,851.01,
2017-03-21,862.795,841.31,
2017-03-22,849.37,839.05,
2017-03-23,850.89,844.8,
2017-03-24,851.8,843.53,
2017-03-27,850.3,833.5,
2017-03-28,858.46,850.1,
2017-03-29,876.438,859.02,
2017-03-30,877.06,871.66,
2017-03-31,890.35,876.65,
2017-04-01,,,58.0
2017-04-03,893.49,885.42,
2017-04-04,908.5384,890.28,
2017-04-05,923.72,905.62,
2017-04-06,917.1899,894.4927,
2017-04-07,900.09,889.31,
2017-04-10,908.51,899.0,
2017-04-11,911.24,897.5,
2017-04-12,904.09,895.2501,
2017-04-13,894.97,884.49,
2017-04-17,902.38,887.5,
2017-04-18,909.61,900.78,
2017-04-19,910.5,897.369,
2017-04-20,905.32,896.29,
2017-04-21,903.65,896.77,
2017-04-24,909.99,903.82,
2017-04-25,909.48,903.0,
2017-04-26,915.749,907.56,
2017-04-27,921.86,912.11,
2017-04-28,949.59,924.3335,
2017-05-01,954.4,927.8,60.0
2017-05-02,950.1,941.413,
2017-05-03,946.0,935.9,
2017-05-04,945.0,934.215,
2017-05-05,940.79,930.3,
2017-05-08,949.05,939.21,
2017-05-09,957.89,950.2,
2017-05-10,953.7499,945.0,
2017-05-11,950.29,940.775,
2017-05-12,962.79,951.53,
2017-05-15,963.15,956.055,
2017-05-16,970.06,960.91,
2017-05-17,960.3957,944.12,
2017-05-18,962.75,944.76,
2017-05-19,968.92,959.72,
2017-05-22,971.38,962.9,
2017-05-23,975.2,966.85,
2017-05-24,981.0,970.23,
2017-05-25,999.0,982.11,
2017-05-26,998.65,989.2491,
2017-05-30,1001.2,995.52,
2017-05-31,1000.12,982.16,
2017-06-01,998.99,991.37,62.0
2017-06-02,1008.48,995.67,
2017-06-05,1013.21,1003.51,
2017-06-06,1016.5,1001.25,
2017-06-07,1010.25,1002.0,
2017-06-08,1013.61,1006.11,
2017-06-09,1012.99,927.0,
2017-06-12,975.95,945.0,
2017-06-13,984.5,966.1,
2017-06-14,990.34,966.71,
2017-06-15,965.73,950.86,
2017-06-16,999.75,982.0,
2017-06-19,1017.0,989.9,
2017-06-20,1004.88,992.02,
2017-06-21,1002.72,992.6518,
2017-06-22,1006.96,997.2,
2017-06-23,1004.62,998.02,
2017-06-26,1009.8,992.0,
2017-06-27,998.8,976.0,
2017-06-28,990.68,969.21,
2017-06-29,987.56,965.25,
2017-06-30,983.47,967.61,
2017-07-01,,,69.0
2017-07-03,974.49,951.0001,
2017-07-05,975.0,955.25,
2017-07-06,974.4,959.02,
2017-07-07,980.11,969.14,
2017-07-10,999.4392,983.5,
2017-07-11,995.99,983.72,
2017-07-12,1008.55,998.1,
2017-07-13,1006.88,995.9,
2017-07-14,1004.45,996.89,
2017-07-17,1014.75,1003.81,
2017-07-18,1026.03,1004.0,
2017-07-19,1031.59,1022.5,
2017-07-20,1034.97,1022.52,
2017-07-21,1026.1,1011.0,
2017-07-24,1043.01,1027.43,
2017-07-25,1043.33,1032.48,
2017-07-26,1053.2,1043.2,
2017-07-27,1083.31,1040.18,
2017-07-28,1032.85,1001.0,
2017-07-31,1019.05,987.02,
2017-08-01,995.0,987.14,66.0
2017-08-02,1003.21,981.73,
2017-08-03,999.5,984.59,
2017-08-04,991.672,982.0,
2017-08-07,995.0,987.14,
2017-08-08,996.28,985.79,
2017-08-09,988.0,975.27,
2017-08-10,979.86,954.68,
2017-08-11,970.39,951.38,
2017-08-14,985.5,976.19,
2017-08-15,991.74,982.0,
2017-08-16,986.4605,973.22,
2017-08-17,977.84,960.32,
2017-08-18,965.43,954.65,
2017-08-21,961.2,945.46,
2017-08-22,967.93,955.495,
2017-08-23,962.0,954.2,
2017-08-24,959.0,941.14,
2017-08-25,957.621,944.1,
2017-08-28,953.0,942.25,
2017-08-29,956.0,936.33,
2017-08-30,969.41,956.9062,
2017-08-31,981.0,972.76,
2017-09-01,984.5,976.875,62.0
2017-09-05,976.7699,960.37,
2017-09-06,971.84,960.6,
2017-09-07,980.59,972.55,
2017-09-08,979.88,963.47,
2017-09-11,981.94,974.22,
2017-09-12,984.6718,975.517,
2017-09-13,1000.0,979.42,
2017-09-14,998.56,987.74,
2017-09-15,996.25,984.03,
2017-09-18,992.7922,968.17,
2017-09-19,978.24,967.46,
2017-09-20,974.81,962.1626,
2017-09-21,971.7,962.02,
2017-09-22,965.61,954.42,
2017-09-25,949.42,932.89,
2017-09-26,948.63,931.75,
2017-09-27,955.3,943.3,
2017-09-28,959.7,950.101,
2017-09-29,964.83,958.375,
2017-10-01,,,66.0
2017-10-02,967.305,952.1201,
2017-10-03,963.69,950.37,
2017-10-04,967.79,954.05,
2017-10-05,981.51,969.64,
2017-10-06,995.75,975.64,
2017-10-09,998.5,987.5,
2017-10-10,997.95,980.099,
2017-10-11,995.5,986.695,
2017-10-12,1008.44,992.4,
2017-10-13,1007.77,1001.03,
2017-10-16,1009.57,1001.04,
2017-10-17,1011.47,1004.38,
2017-10-18,1022.31,996.55,
2017-10-19,991.05,980.24,
2017-10-20,994.62,982.0,
2017-10-23,986.775,962.5,
2017-10-24,979.85,965.0,
2017-10-25,984.44,966.24,
2017-10-26,982.9,968.55,
2017-10-27,1105.58,1050.55,
2017-10-30,1122.79,1093.56,
2017-10-31,1110.54,1101.12,
2017-11-01,1108.97,1096.74,81.0
2017-11-02,1101.94,1086.87,
2017-11-03,1112.68,1088.52,
2017-11-06,1125.41,1108.77,
2017-11-07,1130.6,1117.5,
2017-11-08,1135.54,1119.11,
2017-11-09,1129.62,1115.77,
2017-11-10,1131.75,1124.06,
2017-11-13,1139.9,1122.34,
2017-11-14,1138.0,1123.89,
2017-11-15,1131.75,1121.63,
2017-11-16,1138.16,1130.05,
2017-11-17,1138.8,1125.81,
2017-11-20,1133.42,1122.55,
2017-11-21,1140.0,1128.2,
2017-11-22,1160.27,1141.0,
2017-11-24,1186.84,1160.7,
2017-11-27,1213.41,1191.15,
2017-11-28,1205.34,1188.52,
2017-11-29,1194.8,1145.19,
2017-11-30,1178.57,1160.0,
2017-12-01,1179.65,1152.0,90.0
2017-12-04,1175.2,1128.0,
2017-12-05,1159.27,1124.74,
2017-12-06,1155.89,1136.08,
2017-12-07,1163.19,1151.0,
2017-12-08,1172.79,1157.1,
2017-12-11,1169.9,1157.0,
2017-12-12,1173.6,1161.61,
2017-12-13,1170.87,1160.27,
2017-12-14,1177.93,1162.45,
2017-12-15,1182.75,1169.33,
2017-12-18,1194.78,1180.91,
2017-12-19,1192.97,1179.14,
2017-12-20,1191.0,1176.0,
2017-12-21,1179.17,1167.64,
2017-12-22,1174.62,1167.83,
2017-12-26,1178.32,1160.55,
2017-12-27,1187.29,1175.61,
2017-12-28,1190.1,1184.38,
2017-12-29,1184.0,1167.5,
2018-01-01,,,69.0
2018-01-02,1190.0,1170.51,
2018-01-03,1205.49,1188.3,
2018-01-04,1215.87,1204.66,
2018-01-05,1229.14,1210.0,
2018-01-08,1253.08,1232.03,
2018-01-09,1259.33,1241.76,
2018-01-10,1254.33,1237.23,
2018-01-11,1276.77,1256.46,
2018-01-12,1305.76,1273.39,
2018-01-16,1339.94,1292.3,
2018-01-17,1314.0,1280.88,
2018-01-18,1304.6,1284.02,
2018-01-19,1313.0,1292.99,
2018-01-22,1327.45,1296.66,
2018-01-23,1364.9,1337.34,
2018-01-24,1388.16,1338.0,
2018-01-25,1378.34,1357.62,
2018-01-26,1402.53,1380.91,
2018-01-29,1431.39,1400.44,
2018-01-30,1439.25,1392.0,
2018-01-31,1472.58,1450.04,
2018-02-01,1459.88,1385.14,64.0
2018-02-02,1498.0,1414.0,
2018-02-05,1458.98,1320.72,
2018-02-06,1443.99,1351.79,
2018-02-07,1460.99,1415.15,
2018-02-08,1433.75,1349.94,
2018-02-09,1383.5,1265.93,
2018-02-12,1393.81,1344.01,
2018-02-13,1419.72,1383.53,
2018-02-14,1452.06,1403.36,
2018-02-15,1468.94,1436.84,
2018-02-16,1465.8,1446.56,
2018-02-20,1488.77,1446.49,
2018-02-21,1503.49,1478.92,
2018-02-22,1502.54,1475.76,
2018-02-23,1500.0,1486.5,
2018-02-26,1522.84,1507.0,
2018-02-27,1526.78,1507.21,
2018-02-28,1528.7,1512.0,
2018-03-01,1518.49,1465.0,65.0
2018-03-02,1501.05,1455.01,
2018-03-05,1525.38,1481.0,
2018-03-06,1542.13,1528.0,
2018-03-07,1545.9,1522.51,
2018-03-08,1554.88,1545.25,
2018-03-09,1578.94,1559.08,
2018-03-12,1605.33,1586.7,
2018-03-13,1617.54,1578.01,
2018-03-14,1606.44,1590.89,
2018-03-15,1596.91,1578.11,
2018-03-16,1589.44,1567.5,
2018-03-19,1561.66,1525.35,
2018-03-20,1587.0,1545.41,
2018-03-21,1590.0,1563.17,
2018-03-22,1573.85,1542.4,
2018-03-23,1549.02,1495.36,
2018-03-26,1556.99,1499.25,
2018-03-27,1575.96,1482.32,
2018-03-28,1455.9,1386.17,
2018-03-29,1455.47,1365.2,
2018-04-01,,,63.0
2018-04-02,1421.36,1355.0,
2018-04-03,1414.0,1355.33,
2018-04-04,1415.39,1352.88,
2018-04-05,1459.56,1427.07,
2018-04-06,1452.5,1400.26,
2018-04-09,1438.48,1402.57,
2018-04-10,1438.38,1415.7,
2018-04-11,1448.78,1424.89,
2018-04-12,1452.12,1435.06,
2018-04-13,1459.78,1424.52,
2018-04-16,1447.0,1427.48,
2018-04-17,1507.19,1457.02,
2018-04-18,1533.8,1504.11,
2018-04-19,1568.52,1539.06,
2018-04-20,1561.2,1516.09,
2018-04-23,1548.0,1503.41,
2018-04-24,1539.5,1448.45,
2018-04-25,1469.99,1415.02,
2018-04-26,1529.42,1478.5,
2018-04-27,1638.1,1567.39,
2018-04-30,1596.0,1560.94,
2018-05-01,1585.0,1552.18,62.0
2018-05-02,1588.5,1566.36,
2018-05-03,1574.8,1546.02,
2018-05-04,1584.9,1562.19,
2018-05-07,1606.95,1587.83,
2018-05-08,1596.88,1582.51,
2018-05-09,1608.0,1592.0,
2018-05-10,1615.6,1603.44,
2018-05-11,1611.1,1597.89,
2018-05-14,1611.18,1600.05,
2018-05-15,1587.8,1565.22,
2018-05-16,1594.43,1576.67,
2018-05-17,1594.04,1573.0,
2018-05-18,1583.59,1572.1,
2018-05-21,1592.05,1575.0,
2018-05-22,1589.89,1575.25,
2018-05-23,1601.86,1566.34,
2018-05-24,1608.24,1588.38,
2018-05-25,1614.12,1600.45,
2018-05-29,1621.79,1600.15,
2018-05-30,1626.0,1612.93,
2018-05-31,1635.0,1621.35,
2018-06-01,1646.73,1635.09,64.0
2018-06-04,1665.68,1645.49,
2018-06-05,1699.0,1670.06,
2018-06-06,1714.5,1686.47,
2018-06-07,1699.9,1676.11,
2018-06-08,1689.44,1673.01,
2018-06-11,1694.24,1680.59,
2018-06-12,1699.51,1691.52,
2018-06-13,1713.75,1700.12,
2018-06-14,1724.8,1708.87,
2018-06-15,1720.87,1708.52,
2018-06-18,1726.74,1702.56,
2018-06-19,1736.11,1700.39,
2018-06-20,1762.93,1741.36,
2018-06-21,1763.1,1717.56,
2018-06-22,1743.0,1711.9,
2018-06-25,1705.0,1646.31,
2018-06-26,1701.57,1663.34,
2018-06-27,1711.95,1660.0,
2018-06-28,1705.5,1661.17,
2018-06-29,1723.41,1694.32,
2018-07-01,,,72.0
2018-07-02,1713.89,1678.06,
2018-07-03,1725.0,1692.48,
2018-07-05,1710.69,1682.15,
2018-07-06,1715.27,1691.67,
2018-07-09,1739.56,1716.23,
2018-07-10,1750.0,1731.0,
2018-07-11,1756.96,1734.0,
2018-07-12,1798.0,1762.18,
2018-07-13,1815.3,1795.22,
2018-07-16,1841.95,1814.45,
2018-07-17,1851.69,1797.38,
2018-07-18,1858.88,1831.27,
2018-07-19,1841.0,1811.27,
2018-07-20,1834.84,1810.06,
2018-07-23,1819.0,1769.99,
2018-07-24,1840.0,1809.38,
2018-07-25,1863.84,1822.64,
2018-07-26,1844.68,1804.5,
2018-07-27,1880.05,1806.53,
2018-07-30,1829.5,1766.02,
2018-07-31,1801.83,1739.32,
2018-08-01,1798.44,1776.02,67.0
2018-08-02,1836.56,1786.0,
2018-08-03,1841.0,1821.5,
2018-08-06,1847.77,1818.92,
2018-08-07,1869.72,1846.27,
2018-08-08,1891.51,1854.5,
2018-08-09,1914.57,1877.48,
2018-08-10,1899.5,1878.21,
2018-08-13,1925.0,1893.67,
2018-08-14,1921.01,1900.0,
2018-08-15,1916.21,1869.79,
2018-08-16,1905.0,1883.55,
2018-08-17,1888.0,1855.55,
2018-08-20,1891.75,1866.06,
2018-08-21,1897.75,1874.4,
2018-08-22,1905.8,1876.64,
2018-08-23,1919.5,1900.76,
2018-08-24,1916.01,1902.54,
2018-08-27,1927.7,1909.28,
2018-08-28,1941.78,1928.82,
2018-08-29,1998.69,1948.94,
2018-08-30,2025.57,1986.9,
2018-08-31,2022.38,2004.74,
2018-09-01,,,63.0
2018-09-04,2050.5,2013.0,
2018-09-05,2040.38,1989.89,
2018-09-06,2007.5,1935.21,
2018-09-07,1975.2,1937.35,
2018-09-10,1973.04,1931.52,
2018-09-11,1988.88,1917.0,
2018-09-12,2000.0,1962.44,
2018-09-13,2008.76,1982.03,
2018-09-14,1993.65,1959.22,
2018-09-17,1956.82,1887.41,
2018-09-18,1958.2,1915.44,
2018-09-19,1940.83,1904.9,
2018-09-20,1955.0,1932.25,
2018-09-21,1957.31,1910.5,
2018-09-24,1936.88,1865.0,
2018-09-25,1975.91,1938.85,
2018-09-26,1995.25,1961.52,
2018-09-27,2016.16,1988.58,
2018-09-28,2026.52,1996.46,
2018-10-01,2033.19,2003.6,64.0
2018-10-02,2013.39,1965.77,
2018-10-03,1989.7,1949.81,
2018-10-04,1956.0,1896.57,
2018-10-05,1929.08,1862.83,
2018-10-08,1902.0,1830.66,
2018-10-09,1896.68,1852.32,
2018-10-10,1858.56,1754.41,
2018-10-11,1755.4,1685.1,
2018-10-12,1808.95,1742.53,
2018-10-15,1795.05,1734.23,
2018-10-16,1823.88,1761.55,
2018-10-17,1845.0,1807.0,
2018-10-18,1830.15,1767.87,
2018-10-19,1809.1,1753.0,
2018-10-22,1809.5,1756.0,
2018-10-23,1776.34,1714.0,
2018-10-24,1777.71,1656.56,
2018-10-25,1794.81,1692.01,
2018-10-26,1698.46,1603.0,
2018-10-29,1665.74,1495.0,
2018-10-30,1540.99,1476.36,
2018-10-31,1623.91,1565.09,
2018-11-01,1670.45,1598.44,81.0
2018-11-02,1697.44,1651.83,
2018-11-05,1658.09,1596.36,
2018-11-06,1665.0,1614.55,
2018-11-07,1759.23,1664.08,
2018-11-08,1784.0,1725.11,
2018-11-09,1743.92,1701.87,
2018-11-12,1708.55,1630.01,
2018-11-13,1677.06,1613.75,
2018-11-14,1673.0,1597.07,
2018-11-15,1624.82,1546.51,
2018-11-16,1614.48,1573.12,
2018-11-19,1581.19,1503.36,
2018-11-20,1534.75,1420.0,
2018-11-21,1550.0,1515.0,
2018-11-23,1536.2,1501.81,
2018-11-26,1584.81,1524.22,
2018-11-27,1597.65,1558.01,
2018-11-28,1681.45,1601.21,
2018-11-29,1689.99,1652.33,
2018-11-30,1696.0,1666.5,
2018-12-01,,,88.0
2018-12-03,1778.34,1730.0,
2018-12-04,1770.34,1665.0,
2018-12-06,1701.05,1609.85,
2018-12-07,1718.93,1625.46,
2018-12-10,1657.99,1590.87,
2018-12-11,1679.47,1619.6,
2018-12-12,1704.99,1660.27,
2018-12-13,1692.12,1641.5,
2018-12-14,1642.57,1585.0,
2018-12-17,1576.13,1505.01,
2018-12-18,1567.55,1523.01,
2018-12-19,1584.53,1483.18,
2018-12-20,1509.5,1432.69,
2018-12-21,1480.0,1363.96,
2018-12-24,1396.03,1307.0,
2018-12-26,1473.16,1363.01,
2018-12-27,1469.0,1390.31,
2018-12-28,1513.47,1449.0,
2018-12-31,1520.76,1487.0,
2019-01-01,,,68.0
2019-01-02,1553.36,1460.93,
2019-01-03,1538.0,1497.11,
2019-01-04,1594.0,1518.31,
2019-01-07,1634.56,1589.18,
2019-01-08,1676.61,1616.61,
2019-01-09,1667.8,1641.4,
2019-01-10,1663.25,1621.62,
2019-01-11,1660.29,1636.22,
2019-01-14,1648.2,1595.15,
2019-01-15,1675.16,1626.01,
2019-01-16,1705.0,1675.88,
2019-01-17,1700.17,1677.5,
2019-01-18,1716.2,1691.54,
2019-01-22,1681.87,1610.2,
2019-01-23,1657.43,1612.0,
2019-01-24,1657.26,1631.78,
2019-01-25,1683.48,1661.61,
2019-01-28,1645.0,1614.09,
2019-01-29,1632.38,1590.72,
2019-01-30,1676.95,1619.68,
2019-01-31,1736.41,1679.08,
